mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
180006,Bhupathiraju Srinivasa Varma,Elected,09-06-2024,In Office,First Term,Narsapuram,Andhra Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,M.A. (Politics) 1999 from Andhra University,58,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180009,Chandra Sekhar Pemmasani,Elected,09-06-2024,In Office,First Term,Guntur,Andhra Pradesh,Telugu Desam Party,Male,Post Graduate and above,"M.D. Internal Medicine at Geisinger Medical Center in Danville, Pennsylvania, USA 2005",49,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180017,Maddila Gurumoorthy,Elected,09-06-2024,In Office,Second Term,Thirupati,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Graduate,"Bachelor of Physiotherapy from Sri Venkateswara Institute of Medical science, Tirupati 2004-2008",40,24,1,91,0.921348315, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,11.54545455,0.045454545,95.81818182,0.845250255,Lok Sabha
180023,Kinjarapu Rammohan Naidu,Elected,09-06-2024,In Office,Third Term,Srikakulam,Andhra Pradesh,Telugu Desam Party,Male,Post Graduate and above,"MBA from Island University, New York, USA, Year 2011",37,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180027,Kiren Rijiju,Elected,09-06-2024,In Office,Fourth Term,Arunachal West,Arunachal Pradesh,Bharatiya Janata Party,Male,Graduate,L.L.B. from Law Faculty of University of Delhi in year 1998,53,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180042,Sarbananda Sonowal,Elected,09-06-2024,In Office,Third Term,Dibrugarh,Assam,Bharatiya Janata Party,Male,Graduate,"LLB G. U. Law College, Gauhati University, Guwahati",62,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180045,Alok Kumar Suman,Elected,09-06-2024,In Office,Second Term,Gopalganj,Bihar,Janata Dal (United),Male,Post Graduate and above,"Master of Surgery from PMCH, Patna University in year 1991",68,36,3,94,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,14.08823529,0.264705882,55.29411765,0.883674818,Lok Sabha
180048,Chirag Paswan,Elected,09-06-2024,In Office,Third Term,Hajipur,Bihar,Lok Janshakti Party (Ram Vilas),Male,Graduate,"B.Tech (IInd Semester) from Bundelkhand University, Jhansi in year 2005",42,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180053,Giriraj Singh,Elected,09-06-2024,In Office,Third Term,Begusarai,Bihar,Bharatiya Janata Party,Male,Graduate,"B.A. from Magadh University, 1971",72,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180055,Janardan Singh Sigriwal,Elected,09-06-2024,In Office,Third Term,Maharajganj,Bihar,Bharatiya Janata Party,Male,Graduate,"B.A, Bihar University, Muzaffarpur, 1980",66,26,3,98,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,14.08823529,0.264705882,55.29411765,0.883674818,Lok Sabha
180056,Jitan Ram Manjhi,Elected,09-06-2024,In Office,First Term,Gaya,Bihar,Hindustani Awam Morcha (Secular),Male,Graduate,"Graduate (Hons.) from Gaya College, Magadh University, Bodh Gaya in year 1966",80,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180062,Nityanand Rai,Elected,09-06-2024,In Office,Third Term,Ujiarpur,Bihar,Bharatiya Janata Party,Male,Graduate,"B.A. Hons from RN College, Bihar University, Muzaffarpur, 1986",59,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180065,Raj Bhushan Choudhary,Elected,09-06-2024,In Office,First Term,Muzaffarpur,Bihar,Bharatiya Janata Party,Male,Post Graduate and above,"M.D. from Darbhanga Medical College, Laheriasarai",48,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180069,Rajiv Pratap Rudy,Elected,09-06-2024,In Office,Fifth Term,Saran,Bihar,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. (Economics) from Magadh University, Bodh Gaya in year 1987",63,16,3,72,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,14.08823529,0.264705882,55.29411765,0.883674818,Lok Sabha
180070,Rajiv Ranjan Singh,Elected,09-06-2024,In Office,Fourth Term,Munger,Bihar,Janata Dal (United),Male,Graduate,"B.A. (Hons.), TNB College, Bhagalpur University, Year 1976",70,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180093,Tokhan Sahu,Elected,09-06-2024,In Office,First Term,Bilaspur,Chhattisgarh,Bharatiya Janata Party,Male,Post Graduate and above,"M.Com. from SNG College Mungeli, Gurughasidas University Bilaspur in 1996",55,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180105,Shripad Yesso Naik,Elected,09-06-2024,In Office,Sixth Term,North Goa,Goa,Bharatiya Janata Party,Male,Graduate,"B.A. from Dempo College of Arts and Science, Bombay University in 1978",72,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180106,Amit Shah,Elected,09-06-2024,In Office,Second Term,Gandhinagar,Gujarat,Bharatiya Janata Party,Male,Graduate,"B.Sc. (2nd year) from Gujarat College, Gujarat University, Ahmedabad",60,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180108,Chandrakant Raghunath Patil,Elected,09-06-2024,In Office,Fourth Term,Navsari,Gujarat,Bharatiya Janata Party,Male,Upto Higher Secondary,ITI from Surat in year 1974,70,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180122,Mansukh Mandaviya,Elected,09-06-2024,In Office,First Term,Porbandar,Gujarat,Bharatiya Janata Party,Male,Post Graduate and above,"Ph.D from Maharaja Krishnakumarsinhji University, Bhavnagar in year 2021",53,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180126,Nimuben Jayantibhai Bambhaniya,Elected,09-06-2024,In Office,First Term,Bhavnagar,Gujarat,Bharatiya Janata Party,Female,Graduate,"B.Ed. from Bhavnagar University in 2002, B.Sc from Bhavnagar University in 1990",58,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180436,Chandra Shekhar,Elected,09-06-2024,In Office,First Term,Nagina,Uttar Pradesh,Aazad Samaj Party (Kanshi Ram),Male,Graduate,LLB From Hemwati Nandan Bahuguna Garhwal University Year 2012,37,43,3,55,0.921348315, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180134,Rao Inderjit Singh,Elected,09-06-2024,In Office,Sixth Term,Gurgaon,Haryana,Bharatiya Janata Party,Male,Graduate,"BA Hons, Delhi University, 1971, LLB, Delhi University, 1974",75,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180136,Krishan Pal Gurjar,Elected,09-06-2024,In Office,Third Term,Faridabad,Haryana,Bharatiya Janata Party,Male,Graduate,LL.B. from Meerut University in 1986,68,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180137,Manohar Lal,Elected,09-06-2024,In Office,First Term,Karnal,Haryana,Bharatiya Janata Party,Male,Graduate,"Graduate, Delhi University, 1975",71,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180148,Jitendra Singh,Elected,09-06-2024,In Office,Third Term,Udhampur,Jammu and Kashmir,Bharatiya Janata Party,Male,Post Graduate and above,"M.D. from Govt. Medical College, Jammu, University of Jammu in year 1984",68,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180151,Annpurna Devi,Elected,09-06-2024,In Office,Second Term,Kodarma,Jharkhand,Bharatiya Janata Party,Female,Post Graduate and above,"P.G. (History) from Ranchi University, Ranchi",55,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180160,Nishikant Dubey,Elected,09-06-2024,In Office,Fourth Term,Godda,Jharkhand,Bharatiya Janata Party,Male,Post graduate and above,"Doctor of Philosophy in Management, Pratap University, Rajasthan, 2018 -Topic: ""Emerging issue of Rural Poverty in India: A Micro View""",56,45,3,140,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.58333333,0.25,78.08333333,0.862359551,Lok Sabha
180161,Sanjay Seth,Elected,09-06-2024,In Office,Second Term,Ranchi,Jharkhand,Bharatiya Janata Party,Male,Graduate,"Bachelor of Law, R.U. 1983",66,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180172,H D Kumaraswamy,Elected,09-06-2024,In Office,Third Term,Mandya,Karnataka,Janata Dal (Secular),Male,Graduate,"B.Sc. from National College, Jayanagar, Bangalore University in year 1978-79",65,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180181,Pralhad Joshi,Elected,09-06-2024,In Office,Fifth Term,Dharwad,Karnataka,Bharatiya Janata Party,Male,Graduate,B.A from Karnataka University in 1983,62,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180186,Shobha Karandlaje,Elected,09-06-2024,In Office,Third Term,Bangalore North,Karnataka,Bharatiya Janata Party,Female,Post Graduate and above,"M.A. (Social Service) from Open University, Mysore University in year 1996",58,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180190,V Somanna,Elected,09-06-2024,In Office,First Term,Tumkur,Karnataka,Bharatiya Janata Party,Male,Graduate,"BA, VV Puram Evening College, Vishveshwarapuram, Bengaluru 1971-1974",74,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180195,Benny Behanan,Elected,09-06-2024,In Office,Second Term,Chalakudy,Kerala,Indian National Congress,Male,Graduate,"B.Com. from Sree Sankara College, Kalady, Kerala University in year 1971-72",73,21,2,116,0.887640449, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,26.25730994,1.055555556,88.18421053,0.895363514,Lok Sabha
180196,Dean Kuriakose,Elected,09-06-2024,In Office,Second Term,Idukki,Kerala,Indian National Congress,Male,Post Graduate and above,"M.A. (Politics and Human Rights) from School of International Relations and Politics, MG University, Kottayam in year 2013",44,39,3,121,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,26.25730994,1.055555556,88.18421053,0.895363514,Lok Sabha
180198,Hibi Eden,Elected,09-06-2024,In Office,Second Term,Ernakulam,Kerala,Indian National Congress,Male,Graduate,"B.Com. from Sacred Heart College, Thevara, Mahathma Gandhi University in year 2003-04",42,40,3,93,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,26.25730994,1.055555556,88.18421053,0.895363514,Lok Sabha
180205,N K Premachandran,Elected,09-06-2024,In Office,Fifth Term,Kollam,Kerala,Revolutionary Socialist Party,Male,Graduate,"L.L.B. from Govt. Law College, Thiruvananthapuram, University of Kerala in year 1985",65,64,3,72,0.943820225, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,26.25730994,1.055555556,88.18421053,0.895363514,Lok Sabha
180544,Priyanka Gandhi Vadra,Elected,28-11-2024,In Office,First Term,Wayanad,Kerala,Indian National Congress,Female,Post Graduate,"Post Graduate Diploma in Buddhist Studies University of Sunderland, UK",53,7,,5,0.820895522, Data corresponds to the period from 24-06-2024 to 21-08-2025.,9.431818182,,51.35123967,0.872130108,19.36842105,,62.68421053,0.895363514,Lok Sabha
180208,Shafi Parambil,Elected,09-06-2024,In Office,First Term,Vadakara,Kerala,Indian National Congress,Male,Post Graduate and above,"M.B.A. from West Fort College, Thrissur, Calicut University in year 2009",42,12,2,91,0.842696629, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,26.25730994,1.055555556,88.18421053,0.895363514,Lok Sabha
180209,Shashi Tharoor,Elected,09-06-2024,In Office,Fourth Term,Thiruvananthapuram,Kerala,Indian National Congress,Male,Post Graduate and above,"Ph.D. in Law and Diplomacy from Fletcher School of Law and Diplomacy, Tufts University, USA in year 1978",69,24,3,80,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,26.25730994,1.055555556,88.18421053,0.895363514,Lok Sabha
180210,Suresh Gopi,Elected,09-06-2024,In Office,First Term,Thrissur,Kerala,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. (English) from Fatima Mata National College, Kollam, Kerala University in year 1982",67,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180212,V K Sreekandan,Elected,09-06-2024,In Office,Second Term,Palakkad,Kerala,Indian National Congress,Male,Graduate,"B.A. (History) from Shobhit University, Meerut in year 2013",55,28,3,96,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,26.25730994,1.055555556,88.18421053,0.895363514,Lok Sabha
180224,Durgadas D D Uikey,Elected,09-06-2024,In Office,Second Term,Betul,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. from Barkatullah Vishwavidyalaya, Bhopal in year 2003",61,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180231,Jyotiraditya M Scindia,Elected,09-06-2024,In Office,Fifth Term,Guna,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.B.A. from Stanford University, Graduate School of Business, Palo Alto, CA, USA in year 2001",54,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180237,Savitri Thakur,Elected,09-06-2024,In Office,Second Term,Dhar,Madhya Pradesh,Bharatiya Janata Party,Female,Upto Higher Secondary,"Higher Secondary from Urdu Education Board, Vidyarthi Academy, Indore, 2018",47,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180240,Shivraj Singh Chouhan,Elected,09-06-2024,In Office,Sixth Term,Vidisha,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. (Philosophy) from Hamidia College Bhopal, Bhopal University in year 1982-83",66,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180242,Virendra Kumar,Elected,09-06-2024,In Office,Eighth Term,Tikamgarh,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,Ph.D. from Dr. Hari Singh Gour University in year 2007,71,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180546,Chavan Ravindra Vasantrao,Elected,28-11-2024,In Office,First Term,Nanded,Maharashtra,Indian National Congress,Male,Post Graduate,"M.Sc. (Agriculture), M.Com Junagarh Agriculture University",44,5,,81,0.731343284, Data corresponds to the period from 24-06-2024 to 21-08-2025.,9.431818182,,51.35123967,0.872130108,15.41860465,,78.53488372,0.874047847,Lok Sabha
180265,Prataprao Ganpatrao Jadhav,Elected,09-06-2024,In Office,Fourth Term,Buldhana,Maharashtra,Shiv Sena,Male,Upto Higher Secondary,"B.A. (Part-I) from Shivaji Senior College, Chikhli, Maharashtra",64,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180268,Murlidhar Mohol,Elected,09-06-2024,In Office,First Term,Pune,Maharashtra,Bharatiya Janata Party,Male,Graduate,"Bachelor of Arts from Shivaji University, Kolhapur in 1999",50,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180273,Nitin Jairam Gadkari,Elected,09-06-2024,In Office,Third Term,Nagpur,Maharashtra,Bharatiya Janata Party,Male,Graduate,"L.L.B. from University College of Law, Nagpur in year 1982",68,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180276,Piyush Vedprakash Goyal,Elected,09-06-2024,In Office,First Term,Mumbai North,Maharashtra,Bharatiya Janata Party,Male,Post Graduate and above,"C.A. from the Institute of Chartered Accountants of India, 1987",61,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180277,Praniti Sushilkumar Shinde,Elected,09-06-2024,In Office,First Term,Solapur,Maharashtra,Indian National Congress,Female,Graduate,"L.L.B. from Govt. Law College, Mumbai University in 2004",44,27,1,75,0.97752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180278,Raksha Nikhil Khadse,Elected,09-06-2024,In Office,Third Term,Raver,Maharashtra,Bharatiya Janata Party,Female,Graduate,"B.Sc. from G.G. Khadse College, North Maharashtra University, Jalagaon, 2010",38,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180283,Shrikant Eknath Shinde,Elected,09-06-2024,In Office,Third Term,Kalyan,Maharashtra,Shiv Sena,Male,Post Graduate and above,"Master of Surgery Orthopedics, 2015, dr. D.Y. Patil university, Navi Mumbai",38,22,3,148,0.752808989, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180285,Shrirang Appa Chandu Barne,Elected,09-06-2024,In Office,Third Term,Maval,Maharashtra,Shiv Sena,Male,Upto Higher Secondary,"10th Passed from Fattechand Jain Vidyalaya, Chinchwad, SSC Board Pune, Maharashtra in year 2022",61,42,3,178,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180287,Smita Uday Wagh,Elected,09-06-2024,In Office,First Term,Jalgaon,Maharashtra,Bharatiya Janata Party,Female,Graduate,"B.A. (Psychology) from Pune University, 1989",57,34,2,184,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180306,Dharmendra Pradhan,Elected,09-06-2024,In Office,Second Term,Sambalpur,Odisha,Bharatiya Janata Party,Male,Post Graduate and above,"MA (Anthropology), Utkal University, Vani Nihar, Bhubaneswar, Odisha, 1990",56,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180308,Jual Oram,Elected,09-06-2024,In Office,Sixth Term,Sundargarh,Odisha,Bharatiya Janata Party,Male,Upto Higher Secondary,"Diploma in Electrical Engineering from U.G.I.E., Rourkela, 1982",64,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180334,Arjun Ram Meghwal,Elected,09-06-2024,In Office,Fourth Term,Bikaner,Rajasthan,Bharatiya Janata Party,Male,Post Graduate and above,M.A. from University of Rajasthan in year 1979,71,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180335,Bhagirath Choudhary,Elected,09-06-2024,In Office,Second Term,Ajmer,Rajasthan,Bharatiya Janata Party,Male,Upto Higher Secondary,"HIgher Secondary from Board of Secondary Education, Ajmer, Rajasthan in year 1972",71,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180337,Bhupender Yadav,Elected,09-06-2024,In Office,First Term,Alwar,Rajasthan,Bharatiya Janata Party,Male,Graduate,"Bachelor of Law (LLB) - 1993 Government College, Ajmer (University of Ajmer)",56,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180342,Gajendra Singh Shekhawat,Elected,09-06-2024,In Office,Third Term,Jodhpur,Rajasthan,Bharatiya Janata Party,Male,Post Graduate and above,M.A. from Jodhpur University in year 1989,57,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 21-08-2025.",,,,,,,,,Lok Sabha
180352,P P Chaudhary,Elected,09-06-2024,In Office,Third Term,Pali,Rajasthan,Bharatiya Janata Party,Male,Graduate,LLB from Jodhpur University in year 1978,72,33,3,165,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,19.95238095,0.142857143,83,0.956741573,Lok Sabha
180361,C N Annadurai,Elected,09-06-2024,In Office,Second Term,Tiruvannamalai,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Graduate,B.Com. from University of Chennai in year 1995,52,34,3,166,0.898876404, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,19.25641026,0.282051282,76.28205128,0.860847018,Lok Sabha
180363,D M Kathir Anand,Elected,09-06-2024,In Office,Second Term,Vellore,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Post Graduate and above,"M.B.A. from Baldwin and Wallace College, USA Baldwin and Wallace University in year 1997, B.Com from Loyola College, Chennai University of Madras 1995",50,35,3,95,0.921348315, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,19.25641026,0.282051282,76.28205128,0.860847018,Lok Sabha
180370,K Gopinath,Elected,09-06-2024,In Office,First Term,Krishnagiri,Tamil Nadu,Indian National Congress,Male,Upto Higher Secondary,S.S.L.C.,62,4,0,52,0.797752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,19.25641026,0.282051282,76.28205128,0.860847018,Lok Sabha
