mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
180223,Rajesh Mishra,Elected,09-06-2024,In Office,First Term,Sidhi,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. (Pol. Sc.) from IGNOU, New Delhi in year 2022",67,18,0,136,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180346,Lumba Ram,Elected,09-06-2024,In Office,First Term,Jalore,Rajasthan,Bharatiya Janata Party,Male,Upto Higher Secondary,10th Passed from NIOS in year 2016,60,24,0,163,0.97752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,19.95238095,0.142857143,83,0.956741573,Lok Sabha
180225,Faggan Singh Kulaste,Elected,09-06-2024,In Office,Seventh Term,Mandla,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. from Harisingh Gour University, Sagar, M.P in year 1982",66,4,0,10,0.876404494, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180226,Gajendra Singh Patel,Elected,09-06-2024,In Office,Second Term,Khargone,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"L.L.B. from Devi Ahilya Vishwavidyalaya, Christian College Indore, 2008",50,7,0,61,0.943820225, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180227,Ganesh Singh,Elected,09-06-2024,In Office,Fifth Term,Satna,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. from Govt. P.G. College, Satna, Awadhesh Pratap Singh University, Rewa, Madhya Pradesh in year 1986",63,21,0,78,0.898876404, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180228,Gyaneshwar Patil,Elected,09-06-2024,In Office,Second Term,Khandwa,Madhya Pradesh,Bharatiya Janata Party,Male,Upto Higher Secondary,"BCom second year, IGNOU",56,8,0,128,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180229,Himadri Singh,Elected,09-06-2024,In Office,Second Term,Shahdol,Madhya Pradesh,Bharatiya Janata Party,Female,Graduate,"B.A. from Monad University, Hapur, U.P. in year 2012",37,4,0,91,0.943820225, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180230,Janardan Mishra,Elected,09-06-2024,In Office,Third Term,Rewa,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"LLB from Awadhesh Pratap Singh University, Rewa in year 1984-85",69,12,0,112,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180232,Lata Wankhede,Elected,09-06-2024,In Office,First Term,Sagar,Madhya Pradesh,Bharatiya Janata Party,Female,Post Graduate and above,"Ph.D. from Swami Vivekanand University, Sagar in year 2021",55,15,0,34,0.898876404, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180234,Rahul Singh Lodhi,Elected,09-06-2024,In Office,First Term,Damoh,Madhya Pradesh,Bharatiya Janata Party,Male,Upto Higher Secondary,12th Passed from C.B.S.E. in year 2001,41,3,0,14,0.921348315, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180235,Rodmal Nagar,Elected,09-06-2024,In Office,Third Term,Rajgarh,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,Graduated from Vikram University in year 1983-84,64,16,0,18,0.921348315, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180236,Sandhya Ray,Elected,09-06-2024,In Office,Second Term,Bhind,Madhya Pradesh,Bharatiya Janata Party,Female,Post Graduate and above,"LLB from Barkatulla University Bhopal in 2007 and MA from Jiwaji University, Gwalior in 2001",51,4,0,42,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180241,Sudheer Gupta,Elected,09-06-2024,In Office,Third Term,Mandsour,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.Com from Vikram University, Ujjain, 1981",66,31,0,151,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180243,Vishnu Datt Sharma,Elected,09-06-2024,In Office,Second Term,Khajuraho,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.Sc. (Agriculture), Drishi Mahavidhyalay, Gwalior (JNU Krishi Vishwavidhyalay, Jabalpur)",54,3,0,89,0.752808989, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,10.66666667,,66.41666667,0.916198502,Lok Sabha
180245,Gowaal Kagada Padavi,Elected,09-06-2024,In Office,First Term,Nandurbar,Maharashtra,Indian National Congress,Male,Post Graduate and above,L. L. M. from Mumbai University in 2017,33,29,0,70,0.943820225, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180246,Amar Sharadrao Kale,Elected,09-06-2024,In Office,First Term,Wardha,Maharashtra,Nationalist Congress Party Sharadchandra Pawar,Male,Upto Higher Secondary,B.A. (Part-II) from Nagpur University,52,8,0,67,0.898876404, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180247,Amol Ramsing Kolhe,Elected,09-06-2024,In Office,Second Term,Shirur,Maharashtra,Nationalist Congress Party Sharadchandra Pawar,Male,Graduate,"M.B.B.S. from Seth G.S. Medical College, Parel, Mumbai in year 2002",44,13,0,146,0.797752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180248,Anil Yeshwant Desai,Elected,09-06-2024,In Office,First Term,Mumbai South Central,Maharashtra,Shiv Sena (Uddhav Balasaheb Thackeray),Male,Graduate,"B.Com. from Lala Lajpat Rai College of Commerce and Economics, Mahalaxmi, Mumbai University in year 1977 & L.L.B. from Mumbai University in year 1982",68,17,0,69,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180249,Anup Sanjay Dhotre,Elected,09-06-2024,In Office,First Term,Akola,Maharashtra,Bharatiya Janata Party,Male,Graduate,"B.Com. from Symbiosis College of Arts and Commerce, Pune, University of Pune in year 2007",41,17,0,80,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180250,Arvind Ganpat Sawant,Elected,09-06-2024,In Office,Third Term,Mumbai South,Maharashtra,Shiv Sena (Uddhav Balasaheb Thackeray),Male,Graduate,"B.Sc. from Bhavan's College, Andheri, Mumbai, 1975",73,37,0,144,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180251,Bachhav Shobha Dinesh,Elected,09-06-2024,In Office,First Term,Dhule,Maharashtra,Indian National Congress,Female,Upto Higher Secondary,"S.S.C. from S.S.C. Board, RBH Kanya Vidyalaya, Malegaon, Nashik in year 1974",65,19,0,73,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180252,Bajrang Manohar Sonwane,Elected,09-06-2024,In Office,First Term,Beed,Maharashtra,Nationalist Congress Party Sharadchandra Pawar,Male,Graduate,"B.A. from Dr. Babasaheb Ambedkar Marathwada University, Aurangabad in year 2014",55,27,0,142,0.876404494, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180253,Balwant Baswant Wankhade,Elected,09-06-2024,In Office,First Term,Amravati,Maharashtra,Indian National Congress,Male,Graduate,"B.A. (Second Year) from J.D. Patil Sangludkar Mahavidyalaya, Daryapur in year 1991",58,12,0,70,0.887640449, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180254,Bhaskar Murlidhar Bhagare,Elected,09-06-2024,In Office,First Term,Dindori,Maharashtra,Nationalist Congress Party Sharadchandra Pawar,Male,Post Graduate and above,"M.A. from K.T.H.M. College, Nashik, Pune University in year 1995",54,24,0,140,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180255,Bhausaheb Rajaram Wakchaure,Elected,09-06-2024,In Office,Second Term,Shirdi,Maharashtra,Shiv Sena (Uddhav Balasaheb Thackeray),Male,Graduate,L.L.B. from Pune University in year 1990,75,7,0,90,0.898876404, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180258,Chhatrapati Shahu Shahaji,Elected,09-06-2024,In Office,First Term,Kolhapur,Maharashtra,Indian National Congress,Male,Graduate,"B.A. from Indore Christian College, Indore University in year 1967",77,3,0,2,0.573033708, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180259,Dhairyasheel Sambhajirao Mane,Elected,09-06-2024,In Office,Second Term,Hatkanangle,Maharashtra,Shiv Sena,Male,Graduate,"B.A. from Yashvantarao Chavan Open University, Nashik in year 2016",44,13,0,147,0.853932584, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180260,Dhanorkar Pratibha Suresh,Elected,09-06-2024,In Office,First Term,Chandrapur,Maharashtra,Indian National Congress,Female,Upto Higher Secondary,12th Passed,39,15,0,48,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180261,Shivaji Bandappa Kalge,Elected,09-06-2024,In Office,First Term,Latur,Maharashtra,Indian National Congress,Male,Graduate,"M.B.B.S. from GMC, Aurangabad Marathwada University in year 1987-91",56,15,0,100,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180262,Prashant Yadaorao Padole,Elected,09-06-2024,In Office,First Term,Bhandara-Gondiya,Maharashtra,Indian National Congress,Male,Post Graduate and above,"M.D. (Medicine) from Odessa State Medical University, Ukraine in year 2002",46,48,0,54,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180263,Gaikwad Varsha Eknath,Elected,09-06-2024,In Office,First Term,Mumbai North Central,Maharashtra,Indian National Congress,Female,Graduate,"B.Sc from Jhunjhunwala College, ghatkopar, Mumbai in year 1998",50,32,0,152,0.943820225, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180264,Hemant Vishnu Savara,Elected,09-06-2024,In Office,First Term,Palghar,Maharashtra,Bharatiya Janata Party,Male,Graduate,M.B.B.S. from University of Mumbai in year 2001,48,27,0,164,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180266,Kalyan Vaijinathrao Kale,Elected,09-06-2024,In Office,First Term,Jalna,Maharashtra,Indian National Congress,Male,Upto Higher Secondary,"D.H.M.S. Bhagwan Homeopathic College, Aurangabad, 1985",62,4,0,50,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180267,Mohite Patil Dhairyasheel Rajsinh,Elected,09-06-2024,In Office,First Term,Madha,Maharashtra,Nationalist Congress Party Sharadchandra Pawar,Male,Post Graduate and above,"M.B.A. from Yashwantrao Chavan Maharashtra Open University, Nashik in year 2021",48,6,0,140,0.887640449, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180269,Namdeo Kirsan,Elected,09-06-2024,In Office,First Term,Gadchiroli-Chimur,Maharashtra,Indian National Congress,Male,Post Graduate and above,"PhD (Gandhian Thought), RTM Nagpur University, Nagpur",67,20,0,107,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180271,Naresh Ganpat Mhaske,Elected,09-06-2024,In Office,First Term,Thane,Maharashtra,Shiv Sena,Male,Upto Higher Secondary,"Higher Secondary Certificate passed Maharashtra State Board Dyanansadhna College, 1987",55,36,0,154,0.943820225, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180272,Nilesh Dnyandev Lanke,Elected,09-06-2024,In Office,First Term,Ahmednagar,Maharashtra,Nationalist Congress Party Sharadchandra Pawar,Male,Graduate,"B.A. (Pol. Sc.) from Yashwantrao Chavan Maharashtra Open University, Nashik, Maharashtra in year 2016",45,26,0,140,0.775280899, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180274,Omprakash Bhupalsinh Alias Pavan Rajenimbalkar,Elected,09-06-2024,In Office,Second Term,Osmanabad,Maharashtra,Shiv Sena (Uddhav Balasaheb Thackeray),Male,Graduate,"B.E. (Information Tech.) 2nd Year Appear (2003-04), Sinhgad College of Engg. Pune, University of Pune",42,52,0,127,0.97752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180275,Rajabhau Parag Prakash Waje,Elected,09-06-2024,In Office,First Term,Nashik,Maharashtra,Shiv Sena (Uddhav Balasaheb Thackeray),Male,Graduate,B.Com. from Pune University in year 1986,59,21,0,39,0.97752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180279,Ravindra Dattaram Waikar,Elected,09-06-2024,In Office,First Term,Mumbai North West,Maharashtra,Shiv Sena,Male,Graduate,"B.Sc. from Mumbai University, Patkar College, Goregaon in year 1982",66,32,0,135,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180280,Sanjay Dina Patil,Elected,09-06-2024,In Office,Second Term,Mumbai North East,Maharashtra,Shiv Sena (Uddhav Balasaheb Thackeray),Male,Graduate,B.Com. from Mumbai Vidyapeeth in year 1992,56,12,0,139,0.853932584, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180281,Sanjay Haribhau Jadhav,Elected,09-06-2024,In Office,Third Term,Parbhani,Maharashtra,Shiv Sena (Uddhav Balasaheb Thackeray),Male,Upto Higher Secondary,12th Failed,58,9,0,135,0.764044944, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180282,Sanjay Uttamrao Deshmukh,Elected,09-06-2024,In Office,First Term,Yavatmal-Washim,Maharashtra,Shiv Sena (Uddhav Balasaheb Thackeray),Male,Graduate,B.Com from B.B Arts N.B Commerce and B.P Science College,57,16,0,92,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180286,Shyamkumar Daulat Barve,Elected,09-06-2024,In Office,First Term,Ramtek,Maharashtra,Indian National Congress,Male,Upto Higher Secondary,"BA Second Year Pass (2022), Yashwantrao Chavan Maharashtra Open University, Nashik",46,14,0,82,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180288,Supriya Sule,Elected,09-06-2024,In Office,Fourth Term,Baramati,Maharashtra,Nationalist Congress Party Sharadchandra Pawar,Female,Graduate,"B.Sc. from Jaihind College, Mumbai, University of Mumbai in year 1992",56,53,0,147,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180289,Balya Mama Suresh Gopinath Mhatre,Elected,09-06-2024,In Office,First Term,Bhiwandi,Maharashtra,Nationalist Congress Party Sharadchandra Pawar,Male,Upto Higher Secondary,"H.S.C. from B.N.N. College, Bhiwandi, Mumbai in year 1989",55,8,0,90,0.696629213, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180290,Tatkare Sunil Dattatrey,Elected,09-06-2024,In Office,Second Term,Raigad,Maharashtra,Nationalist Congress Party,Male,Graduate,"Post Graduate Diploma from J.S.M. College, Alibag, Raigad, Pune in year 1974-75",70,7,0,50,0.719101124, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180291,Vishaldada Prakashbapu Patil,Elected,09-06-2024,In Office,First Term,Sangli,Maharashtra,Independent,Male,Graduate,"BCom., H.R. College, Mumbai University, April 2001",45,55,0,98,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,20.20985604,0.209302326,102.0204873,0.874047847,Lok Sabha
180293,Angomcha Bimol Akoijam,Elected,09-06-2024,In Office,First Term,Inner Manipur,Manipur,Indian National Congress,Male,Post Graduate and above,Ph.D. from University of Delhi in year 2001,58,9,0,39,0.887640449, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,6,,19.5,0.825842697,Lok Sabha
180294,Ricky Andrew J Syngkon,Elected,09-06-2024,In Office,First Term,Shillong,Meghalaya,Voice of the People Party,Male,Post Graduate and above,"PhD (Economics), School of Economics Management and Information Sciences, North-Eastern Hill University, 2007",53,6,0,13,0.764044944, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,6.5,,13.5,0.848314607,Lok Sabha
180295,Saleng A Sangma,Elected,09-06-2024,In Office,First Term,Tura,Meghalaya,Indian National Congress,Male,Post Graduate and above,P.G. (Peace Study from Martin Luther University in year 2009,47,7,0,14,0.93258427, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,6.5,,13.5,0.848314607,Lok Sabha
180296,Richard Vanlalhmangaiha,Elected,09-06-2024,In Office,First Term,Mizoram,Mizoram,Zoram People's Movement,Male,Graduate,"B.Com. from Hrangbana College, Aizawl, Mizoram, (NEHU) in year 2000",47,3,0,3,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,3,,3,0.988764045,Lok Sabha
180297,S Supongmeren Jamir,Elected,09-06-2024,In Office,First Term,Nagaland,Nagaland,Indian National Congress,Male,Graduate,"L.L.B. from Mokokchung Law College, North Eastern Hill University in year 1993",62,16,0,7,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,16,,7,0.966292135,Lok Sabha
180298,Ananta Nayak,Elected,09-06-2024,In Office,Third Term,Keonjhar,Odisha,Bharatiya Janata Party,Male,Upto Higher Secondary,"Diploma in Mechanical Engineering from Bose, Cuttack in the 1991",56,14,0,59,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180299,Anita Subhadarshini,Elected,09-06-2024,In Office,First Term,Aska,Odisha,Bharatiya Janata Party,Female,Post Graduate and above,P.G. (Pol. Sc.) from Utkal University in year 1994,52,17,0,23,0.876404494, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180300,Aparajita Sarangi,Elected,09-06-2024,In Office,Second Term,Bhubaneswar,Odisha,Bharatiya Janata Party,Female,Graduate,"B.A. (English) from Bhagalpur University, Bihar 1990",55,8,0,109,0.887640449, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180301,Avimanyu Sethi,Elected,09-06-2024,In Office,First Term,Bhadrak,Odisha,Bharatiya Janata Party,Male,Post Graduate and above,"MA (Post Graduate in English), Utkal University, Vanivihar, Bhubaneswar, 1992; Graduate, Bhadrak College, Bhadrak, 1990",55,5,0,12,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180302,Baijayant Panda,Elected,09-06-2024,In Office,Third Term,Kendrapara,Odisha,Bharatiya Janata Party,Male,Graduate,"B.Tech, Michigan Technological University, Houghton, United States, 1985",61,3,0,88,0.876404494, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180303,Balabhadra Majhi,Elected,09-06-2024,In Office,Second Term,Nabarangpur,Odisha,Bharatiya Janata Party,Male,Graduate,B.Sc. (Engineering) from Sambalpur University in 1985,64,8,0,82,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180304,Bhartruhari Mahtab,Elected,09-06-2024,In Office,Seventh Term,Cuttack,Odisha,Bharatiya Janata Party,Male,Post Graduate and above,"Master Degree in English from Ravenshaw College, Cuttack, Utkal University, 1978",67,34,0,170,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180305,Bibhu Prasad Tarai,Elected,09-06-2024,In Office,Second Term,Jagatsinghpur,Odisha,Bharatiya Janata Party,Male,Post Graduate and above,"MA, Utkal University, 1989; LLB, Madhusudan Law College, Cuttack under Utkal University, 1994",61,13,0,90,0.93258427, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180307,Pradeep Kumar Panigrahy,Elected,09-06-2024,In Office,First Term,Berhampur,Odisha,Bharatiya Janata Party,Male,Post Graduate and above,Ph.D from Berhampur University in 2003,62,8,0,32,0.651685393, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180309,Malvika Devi,Elected,09-06-2024,In Office,First Term,Kalahandi,Odisha,Bharatiya Janata Party,Female,Graduate,"Post Graduate Diploma in Business Management from Fortune Institute of International Business, New Delhi in 2003",45,31,0,60,0.97752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180310,Naba Charan Majhi,Elected,09-06-2024,In Office,First Term,Mayurbhanj,Odisha,Bharatiya Janata Party,Male,Graduate,"BA, Utkal University, Rairangpur College, Rairangpur",64,2,0,157,0.865168539, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180311,Pradeep Purohit,Elected,09-06-2024,In Office,First Term,Bargarh,Odisha,Bharatiya Janata Party,Male,Upto Higher Secondary,"Matriculation from Paikmal High School, Paikmal, Bargarh District, Odisha in year 1982",61,16,0,99,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180312,Pratap Chandra Sarangi,Elected,09-06-2024,In Office,Second Term,Balasore,Odisha,Bharatiya Janata Party,Male,Graduate,"BA, Fakirmohan College under Utkal University, 1975",70,5,0,96,0.865168539, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180313,Rabindra Narayan Behera,Elected,09-06-2024,In Office,First Term,Jajpur,Odisha,Bharatiya Janata Party,Male,Post Graduate and above,"Ph.D. in Computer Science, Utkal University, 2005",62,6,0,7,0.921348315, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180314,Rudra Narayan Pany,Elected,09-06-2024,In Office,First Term,Dhenkanal,Odisha,Bharatiya Janata Party,Male,Graduate,"B.A. from Dhenkanal College under Utkal University, Vani Vihar, Bhubaneswar in 1981",66,12,0,26,0.797752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
180315,Sambit Patra,Elected,09-06-2024,In Office,First Term,Puri,Odisha,Bharatiya Janata Party,Male,Post Graduate and above,"Master of Surgery, Utkal University, Bhubaneswar, 2002",51,12,0,32,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,15.78947368,,72.73684211,0.897102306,Lok Sabha
